groupId,artifactId
com.sun.javafx,javafx-common
io.mobilitydata.transit,gtfs-realtime-bindings
io.prestosql.tempto,tempto-core
fish.payara.server.internal.web,weld-integration-fragment
io.helidon.dbclient,helidon-dbclient-jsonp
nl.lxtreme.ols.client,client.project
org.jclouds.provider,aws-ec2
org.testfx,testfx-core
org.neo4j,neo4j-token-api
fish.payara.server.internal.payara-modules,jsr107-repackaged
org.apache.nifi,nifi-api
com.gentics.mesh,mesh-core
org.apidesign.bck2brwsr,ko-bck2brwsr
io.vlingo.xoom,xoom-symbio
org.dcm4che.dcm4chee-arc,dcm4chee-arc-impax-report
org.openjdk.jmc,org.openjdk.jmc.flightrecorder.ext.jfx.test
org.apache.shardingsphere,shardingsphere-governance-repository-api
org.bytedeco,videoinput
com.alibaba.cloud,spring-cloud-starter-alibaba-nacos-discovery
com.baidu.aip,java-sdk
com.squareup.keywhiz,keywhiz-client
org.rxtx,rxtx
cc.blynk.server,core
org.openscience.cdk,cdk-standard
org.carlspring.strongbox,strongbox-event-api
org.apache.shenyu,shenyu-sync-data-api
com.ctrip.platform,ctrip-datasource
com.zuoxiaolong,niubi-job-test
org.eclipse.sisu,org.eclipse.sisu.plexus
com.jakewharton.retrofit,retrofit1-okhttp3-client
io.dekorate,knative-junit-starter
net.adoptopenjdk,icedtea-web-common
org.nutz,nutzboot-starter-redis-lettuce
fish.payara.server.internal.persistence.cmp,cmp-generator-database
com.ctrip.platform,ctrip-dal-client
com.projectdarkstar.ext.jorbis,jorbis
com.yahoo.oak,oak
org.flowable,flowable-content-spring
gov.nsa.datawave,datawave-data-dictionary-core
org.ops4j.pax.web,pax-web-jsp
org.osgi,org.osgi.service.resolver
org.wso2.carbon.analytics,org.wso2.carbon.business.rules.web
org.apache.karaf.examples,karaf-mbean-example-api
br.eti.arthurgregorio,shiro-ee
io.fabric8,kubernetes-model-events
org.webjars.npm,driver.js
software.amazon.awssdk,opsworks
org.tomitribe.quartz,quartz
org.talend.esb.policies,samenabling-policy
com.facebook.airlift,security
com.azure,azure-data-schemaregistry
io.ktor,ktor-server-jetty
org.apache.cxf,cxf-rt-rs-extension-reactor
com.addthis,ahocorasick
io.airlift,http-client
com.amazonaws,aws-java-sdk-clouddirectory
org.gephi,desktop-context
org.openhab.addons.bundles,org.openhab.binding.plclogo
systems.manifold,manifold-templates-rt
org.elasticsearch,elasticsearch-hadoop-cascading
ddf.platform,security-filter-api
de.tudarmstadt.ukp.inception.app,inception-api-formats
org.modeshape,modeshape-jbossas-subsystem
org.wildfly.legacy.test,wildfly-legacy-versions
org.atteo.classindex,classindex-transformer-test-compiletimemodule
org.opens,contrast-finder-hsv
jakarta.platform,jakarta.jakartaee-api
org.javaboy,vhr-model
com.thinkbiganalytics.kylo.integrations,kylo-nifi-spark-service
org.jboss.ironjacamar,ironjacamar-validator
org.metawidget.modules.swing,metawidget-grouplayout
javax.xml,jaxp-api
io.fogsy,empire-core
net.sourceforge.jpowergraph,jpowergraph-swing
org.apache.mahout,mahout-core
com.datastax.spark,spark-cassandra-connector-java_2.11
com.alibaba.otter,canal.filter
org.neo4j.procedure,apoc
com.googlecode.androidannotations,androidannotations
org.apache.rat,apache-rat-plugin
io.github.openfeign,feign-soap
org.togglz,togglz-spring-core
io.seata,seata-spring-autoconfigure-core
com.datastax.spark,spark-cassandra-connector-java_2.10
com.google.cloud.bigtable,bigtable-internal-test-helper
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.matetools-model-tagger-es-conll2009
io.apicurio,apicurio-registry-utils-serde
com.networknt,resource
com.google.apis,google-api-services-iam
com.github.jhonnymertz,java-wkhtmltopdf-wrapper
com.hurence.logisland,logisland-engine-spark_2_common
org.apache.unomi,unomi-salesforce-connector-actions
org.springframework.boot,spring-boot-autoconfigure
org.dashbuilder,dashbuilder-renderer-lienzo
org.apache.tinkerpop,spark-gremlin
com.jeesuite,jeesuite-security
com.netflix.astyanax,astyanax-thrift
ch.cyberduck,nextcloud
org.geotools.schemas,samplingSpecimen-2.0
de.dfki.mary,voice-dfki-spike-hsmm
org.sakaiproject.delegatedaccess,delegatedaccess-impl
org.eclipse.jetty,jetty-io
org.kaazing,gateway.resource.address.http
org.teiid,cache-infinispan
com.webank.wedatasphere.dss,dss-user-manager
com.vmware.xenon,xenon-common
io.smallrye,smallrye-metrics
org.hibernate,hibernate-annotations
org.wildfly.galleon-plugins,wildfly-config-gen
org.opennms.features.flows,org.opennms.features.flows.kafka-persistence
org.apache.camel.quarkus,camel-quarkus-iota-deployment
net.sourceforge.javaocr.plugins,javaocr-plugin-morphology
regexp,regexp
com.seata,base-transaction-starter
de.metas.payment.esr,de.metas.payment.esr
org.codehaus.groovy,groovy-nio
consulo,consulo-util-serializer
org.apache.sshd,sshd-putty
org.jogamp.gluegen,gluegen-rt-main
com.cognifide.qa.bb,bb-reports
se.citerus.cqrs.bookstore.ordercontext,order-command
com.typesafe.akka,akka-persistence-typed_2.12
io.hops,hadoop-hdfs
net.postgis,postgis-jdbc
org.janusgraph,example-common
com.twelvemonkeys.imageio,imageio-jpeg
io.thorntail,health-api
org.neo4j.3rdparty.javax.ws.rs,jsr311-api
xmlbeans,xbean
biz.aQute.bnd,biz.aQute.bnd
org.mule.tests,mule-heisenberg-extension
org.netbeans.modules,org-netbeans-modules-editor-plain
org.ovirt.engine.core,scheduler
org.quickperf,quick-perf-jfr-annotations
org.wildfly.security,wildfly-elytron-sasl-otp
org.apache.tomee,tomee-server-version
com.yahoo.vespa,vdslib
com.vaadin,vaadin-test-server-ui
org.tmatesoft.svnkit,svnkit
eu.europa.ec.joinup.sd-dss,dss-signature-remote
ddf.catalog.confluence,catalog-confluence-source
qunar.common,common-core
org.hdiv,hdiv-jsf
org.apache.hyracks,algebricks-common
org.camunda.bpm.qa,camunda-qa-ensure-clean-db
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.opennlp-model-sentence-it-maxent
com.asakusafw.workflow,asakusa-workflow-cli
eu.amidst,examples
fish.payara.server.internal.concurrent,concurrent-connector-l10n
org.odpi.egeria,asset-catalog-spring
io.vertx,vertx-micrometer-metrics
com.github.tulskiy,jkeymaster
org.apache.nifi,nifi-administration
org.picketbox,picketbox-bare
com.hazelcast,hazelcast-kubernetes
xom,xom
com.levigo.jbig2,levigo-jbig2-imageio
com.google.cloud,google-cloud-pubsub
edu.isi,import-csv
org.kaazing,gateway.service.turn.rest
amf,flex-messaging-proxy
org.easytesting,fest-swing-junit-4.5
batik,batik-transcoder
io.quarkus,quarkus-elytron-security-jdbc-deployment
org.odpi.egeria,admin-services-server
org.eclipse.rdf4j,rdf4j-sail-memory
org.codice.ddf.spatial,spatial-wfs-v1_1_0-common
com.amazonaws,aws-java-sdk-mq
com.gmail.filoghost.holographicdisplays,holographicdisplays-config
io.zipkin.aws,brave-propagation-aws
io.quarkus,quarkus-mongodb-panache-kotlin
edu.isi,commands-alignment-openrdf
org.jboss.windup,windup-server-provider-spi
fr.xephi,authme
ddf.platform,branding-api
org.apache.camel,camel-rest-openapi
cn.springcloud.codegen,codegen-adapter
org.lucee,xml-apis
org.teiid,cache-caffeine
com.google.gdata,gdata-client
org.jasig.cas.client,cas-client-core
org.wso2.ei,org.wso2.ei.mb.integration.common.clients
org.testcontainers,mariadb
com.zheng,zheng-wechat-mp-service
org.wildfly.core,wildfly-domain-http-error-context
com.esotericsoftware,kryo-shaded
org.hoteia.qalingo,qalingo-api-core-jax-rs-fo
org.infinispan,infinispan-query
org.wildfly.swarm,jca
org.nutz,nutz
org.bytedeco,flandmark-platform
javax.management.j2ee,management-api
io.smallrye,smallrye-graphql-api
com.github.attemper,quartz-spring-boot-starter
org.jboss.weld.servlet,weld-servlet
org.apache.directory.studio,org.apache.commons.io
org.dcache,missingfiles-semsg
com.gwtplatform,gwtp-dispatch-common-shared
org.raml,raml-builder
org.flowable,flowable-content-engine
ca.uhn.hapi.fhir,hapi-fhir-structures-dstu2
ca.uhn.hapi.fhir,hapi-fhir-structures-dstu3
com.codahale.metrics,metrics-healthchecks
org.restcomm,restcomm-connect.email.api
gherkin,gherkin
org.drools,drools-templates
org.flowable,flowable5-spring
org.languagetool,languagetool-core
org.unicode.cldr,cldr-rdf
org.opencb.commons,commons-datastore-mongodb
nl.basjes.parse.useragent,yauaa-drill
io.reactivex,rxnetty-tcp
org.smartloli.kafka.eagle,kafka-eagle-core
io.logz.logback,logzio-logback-appender
io.hops.hopsworks,hopsworks-admin
org.apache.camel,camel-docker
org.multiverse,multiverse-core
com.stormpath.spring,stormpath-spring-security-webmvc-spring-boot-starter
org.pwm-project,pwm-client
org.springframework.cloud,spring-cloud-kubernetes-fabric8-istio
org.kie.kogito,kogito-codegen-core
org.openjdk.jmc,org.openjdk.jmc.greychart
cc.mrbird,febs-common-doc
org.restlet,org.restlet.ext.fileupload
com.rackspacecloud,blueflood-cloudfiles
org.apache.eagle,eagle-service-base
org.openhab.binding,org.openhab.binding.ecotouch
org.apereo.cas,cas-server-support-webauthn-core
org.netbeans.external,com-google-gson
org.locationtech.geowave,geowave-datastore-accumulo
com.hazelcast.jet,hazelcast-jet-csv
org.glassfish.tyrus.ext,tyrus-extension-deflate
org.geowebcache,gwc-diskquota-bdb
io.springfox,springfox-swagger-ui
org.apache.httpcomponents.core5,httpcore5-reactive
org.sakaiproject.sitemanage,sakai-site-datemanager-impl
com.nepxion,discovery-plugin-admin-center-starter
org.apache.knox,gateway-service-knoxtoken
org.metawidget.modules,metawidget-javassist
org.eclipse.rap,org.eclipse.rap.fileupload
org.wso2.carbon.identity.server.api,org.wso2.carbon.identity.api.server.idp.common
org.geotools,gt-swing
org.wso2.carbon.identity.outbound.provisioning.google,org.wso2.carbon.identity.provisioning.connector.google
org.opencastproject,opencast-security-shibboleth
io.quarkus,quarkus-flyway
org.wicketstuff,wicketstuff-dashboard-widgets-loremipsum
commons-pool,commons-pool
org.apache.nifi,nifi-hl7-query-language
org.picketlink,picketlink-idm-simple-schema
com.alibaba.csp,sentinel-reactor-adapter
org.apache.jmeter,ApacheJMeter_core
be.ugent.brightspace,valence-sdk-java
org.springframework.boot.experimental,spring-boot-starter-data-r2dbc
com.sia,sia-task-collector-log
org.bytedeco,libfreenect
joda-time,joda-time
org.jclouds.provider,softlayer
javax.servlet,javax.servlet
io.fabric8,openshift-model-monitoring
jfugue,jfugue
amidst,amidst
org.forgerock.openam,openam-server-auth-ui
com.github.liuweijw.commons,cloud-commons-utils
com.example,mwar131-webapp
org.wildfly.swarm,jmx
org.apache.pulsar,pulsar-io-dynamodb
net.kyori,adventure-text-serializer-plain
com.azure.resourcemanager,azure-resourcemanager-sql
org.jboss.windup.rules.apps,windup-rules-xml-api
ddf.security.expansion,security-expansion-userattr-map
org.apache.stratos,org.apache.stratos.mock.iaas
org.apache.camel.tests,org.apache.camel.tests.mock-javamail_1.7
org.kitesdk,kite-morphlines-hadoop-parquet-avro
com.paulhammant,ngwebdriver
org.nd4j,nd4j-native-api
co.elastic.apm,apm-jmx-plugin
io.serverlessworkflow,serverlessworkflow-api
io.opencensus,opencensus-exporter-stats-stackdriver
software.amazon.awssdk,lookoutmetrics
org.apache.dubbo,dubbo-rpc-memcached
systems.manifold,manifold-ext-producer-sample
com.gwtplatform,gwtp-dispatch-rest-shared
org.mobicents.external.tritonus,tritonus_share
org.forgerock.ce.opendj,opendj-ldap-sdk
io.helidon.integrations.micrometer,helidon-integrations-micrometer-cdi
org.opennms.features.distributed,org.opennms.features.distributed.kv-store.blob.postgres
io.trino,trino-geospatial
org.apache.maven.its.mng4005,a
net.vvakame,jsonpullparser-core
org.webjars,URI.js
com.baeldung.spring-boot-modules,greeter-library
org.knowm.xchange,xchange-btctrade
net.biville.florent,neo4j-sproc-compiler
org.netbeans.modules,org-netbeans-lib-profiler
org.apache.camel.quarkus,camel-quarkus-cassandraql
org.apache.nifi.registry,nifi-registry-security-api
org.knowm.xchange,xchange-bitcoinium
org.glassfish.main.web,web-glue
org.apache.hive,hive-jdbc
com.sun.javafx.jmc,javafx-jmc
ddf.catalog.admin,catalog-admin-poller-service
org.apereo.cas,cas-server-support-oidc-services
com.github.hazendaz,displaytag
org.opennms,opennms-dns-provisioning-adapter
com.auxilii,msgparser
com.woorea,resteasy-connector
org.wildfly.swarm,jca-modules
org.nutz,nutzboot-starter-nutz-mvc
ddf.platform,platform-configuration
de.metas.elasticsearch,de.metas.elasticsearch
org.tynamo.security,tynamo-federatedaccounts-openid
com.nativelibs4java,ochafik-util
org.opennms.features.endpoints.grafana,org.opennms.features.endpoints.grafana.api
us.fatehi,schemacrawler-tools
com.github.hypfvieh,bluez-dbus-osgi
org.apache.flink,statefun-sdk-embedded
org.gluu,oxauth-static
com.gentics.elasticsearch,elasticsearch-client
org.eclipse.steady,repo-client
de.metas.device.adempiere,de.metas.device.adempiere
org.openhab.addons.bundles,org.openhab.binding.wlanthermo
com.azure,azure-security-keyvault-jca
org.opennms.features.minion,dominion-grpc-client
com.vaadin,vaadin-spring-boot-starter
org.glassfish.fighterfish,osgi-jdbc
com.weibo,yar-java
org.apache.directory.server,apacheds-bootstrap-partition
org.pac4j,spark-pac4j
software.amazon.awssdk,route53domains
org.apache.brooklyn.camp,camp-server
org.jvnet.jax-ws-commons,jaxws-grizzly-httpspi
org.apache.edgent,edgent-connectors-websocket-base
io.helidon.media,helidon-media-jsonb
com.crossoverjie.netty,cim-server-api
org.eclipse.jetty,jetty-runner
com.pholser,junit-quickcheck-core
io.cattle,cattle-iaas-storage-service
com.pff,java-libpst
org.jboss.spec.javax.xml.ws,jboss-jaxws-api_2.3_spec
org.apache.cayenne,cayenne-project
org.apache.bval,bval-guice
com.splicemachine,splice_timestamp_api
org.example,custom-lib
ant,ant
org.voltdb,voltdbclient
org.apache.edgent.android,edgent-connectors-iot
org.jvnet.hudson.plugins,analysis-core
org.apache.archiva,archiva-scheduler-api
com.fasterxml.jackson.dataformat,jackson-dataformat-ygaml
org.seamless,seamless-util
backport-util-concurrent,backport-util-concurrent
org.mule.runtime,mule-module-service
org.hotswapagent,hotswap-agent-weld-plugin
com.rackspacecloud,blueflood-core
io.helidon.media,helidon-media-jsonp
eu.europa.ec.joinup.sd-dss,dss-i18n
org.springframework.cloud,spring-cloud-dataflow-platform-cloudfoundry
com.github.jsurfer,jsurfer-all
com.typesafe.akka,akka-http-testkit_2.13
com.typesafe.akka,akka-http-testkit_2.12
org.apache.logging.log4j,log4j-docker
fr.opensagres.xdocreport,fr.opensagres.odfdom.converter.pdf
com.j256.simplemagic,simplemagic
com.navercorp.pinpoint,pinpoint-activemq-client-plugin
org.testingisdocumenting.webtau,webtau-core
io.divide,dao-objectify
org.jboss.marshalling,jboss-marshalling
org.sakaiproject.message,sakai-message-api
org.hyperic.hq.plugin,hyper_v-plugin
org.rhq,rhq-filetemplate-bundle-common
org.apache.nifi.minifi,minifi-bootstrap
com.navercorp.pinpoint,pinpoint-redis-plugin
org.wso2.carbon.apimgt,org.wso2.carbon.apimgt.impl
com.oracle.coherence.ce,coherence-http-netty
org.apache.james,apache-james-mailbox-quota-search-scanning
com.github.qiujiayu,autoload-cache-serializer-hessian
com.scireum,sirius-web
edu.princeton,wordnet-dict
org.jclouds,jclouds-compute
com.zheng,zheng-pay-dao
org.teiid,teiid-optional-json
org.apache.camel.quarkus,camel-quarkus-chunk
org.sonatype.spice,model-builder
org.wso2.carbon.identity.data.publisher.oauth,org.wso2.carbon.identity.data.publisher.oauth.server.feature
org.knowm.xchange,xchange-simulated
org.apache.pulsar,pulsar-io-nsq
batik,batik-gvt
ddf.catalog.rest,catalog-rest-endpoint
com.github.crawler-commons,urlfrontier-API
org.apache.camel,camel-testcontainers-junit5
com.clarkparsia.pellet,pellet-owlapi
org.wildfly.security,wildfly-elytron-mechanism-oauth2
com.ibm.wala,com.ibm.wala.core
org.odpi.egeria,asset-lineage-spring
org.apache.skywalking,storage-tidb-plugin
org.wso2.carbon.mediation,org.wso2.carbon.message.store.stub
com.github.ulisesbocchio,jasypt-spring-boot-starter
org.jboss.narayana.rts,restat-api
com.acme,toimport
org.apache.nifi,nifi-framework-nar-loading-utils
com.sun.woodstock.dependlibs,json
org.eclipse.ditto,ditto-json
org.picketlink,picketlink-idm-api
xmlrpc-helma,xmlrpc-helma
org.teiid.connectors,translator-parquet
com.codenameone,codenameone-android
javasysmon,javasysmon
org.ocpsoft.rewrite,rewrite-annotations-api
org.eclipse.hono,hono-client-registry-amqp
org.sakaiproject.search,search-adapters-impl
org.minbox.framework,api-boot-starter-alibaba-sms
org.eclipse.lemminx,org.eclipse.lemminx
org.gridgain,gridgain-hibernate
com.amazonaws,aws-java-sdk-workmailmessageflow
org.forgerock.openam,openam-tokens
net.officefloor.benchmarks,woof_benchmark
log4j,log4j
org.openjdk.jmc,org.openjdk.jmc.console.ui
com.sonatype.licensing,license-bundle
org.apache.edgent,edgent-runtime-appservice
com.aliyun,aliyun-java-sdk-ccc
org.apache.kylin,kylin-stream-source-kafka
jrms,jrms
de.mirkosertic.bytecoder,bytecoder.opencl
com.github.ben-manes.caffeine,caffeine
org.webjars.npm,weaverjs
org.graphfoundation.ongdb,ongdb-causal-clustering
com.github.jsurfer,jsurfer-jsonsimple
org.neo4j,neo4j-ogm-embedded-native-types
de.metas.device.scales,de.metas.device.scales
org.fluentlenium,fluentlenium-core
dev.vankka,MCDiscordReserializer
org.swinglabs.swingx,swingx-graphics
org.eclipse.jetty,jetty-alpn-conscrypt-client
georss-rome,georss-rome
com.caucho,quercus
com.github.paulcwarren,spring-content-renditions
org.antlr.runtime,org.antlr.runtime
jakarta.inject,jakarta.inject
net.sf.okapi.filters,okapi-filter-json
org.dromara,hmily-grpc
org.exist-db,exist-persistentlogin
commons-http,commons-http
org.nuxeo.ecm.platform,nuxeo-platform-directory-api
net.sf.jtidy,jtidy
io.confluent.parallelconsumer,parallel-consumer-core
org.ranksys,RankSys-metrics
com.hubspot,Ringleader
com.ruoyi,ruoyi-common-datascope
org.springframework.cloud,spring-cloud-aws-secrets-manager-config
sshtools,j2ssh-core
nl.martijndwars,web-push
com.structurizr,structurizr-analysis
org.fcrepo,fcrepo-event-serialization
org.hibernate.search,hibernate-search-integrationtest-backend-tck
io.jpress,jpress-model
org.wso2.orbit.com.atlassian.oai,swagger-request-validator-core
org.testcontainers,selenium
io.eventuate.tram.examples.customers.and.orders,customer-service-api-web
org.jooq,jooq-kotlin
org.apache.maven.its.mng4003,d
org.evosuite,evosuite-client
org.scale7,scale7-pelops
org.xmlunit,xmlunit-core
org.apache.camel,camel-huaweicloud-smn
com.baeldung,oauth-authorization-server
org.xiph,vorbis-java
com.webcohesion.enunciate,enunciate-jackson
com.lordofthejars,nosqlunit-cassandra
com.alibaba.otter,shared.common
org.apache.maven.its.mng4003,c
org.apache.maven.its.mng4003,b
org.apache.maven.its.mng4003,a
com.datastax.cassandra,cassandra-driver-mapping
com.alicp.jetcache,jetcache-redis-lettuce
org.eclipse.rdf4j,rdf4j-shacl-testsuite
org.apache.jmeter,ApacheJMeter_jdbc
org.jboss,jboss-iiop-client
org.apache.pinot,pinot-ingestion-common
org.dcm4che,dcm4che-core
org.apache.camel.quarkus,camel-quarkus-pdf
org.apache.zeppelin,zeppelin-server
io.github.dropwizard-jobs,dropwizard-jobs-core
io.fundrequest,github
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.nlp4j-model-tagger-en-default
org.apache.lucene,lucene-smartcn
org.apache.camel.quarkus,camel-quarkus-csimple-deployment
com.atomikos,transactions-hibernate4
com.atomikos,transactions-hibernate3
com.atomikos,transactions-hibernate2
org.apache.maven.plugins.project-info-reports.its,dep
dk.dma.enav,enav-model
org.rhq,rhq-core-gui
org.talend.esb,sam-agent
com.github.saturnism.spring-boot-starter-grpc,grpc-client-starter
com.oblac,nomen-est-omen
org.sweble.wikitext,swc-engine
jakarta.servlet.jsp,jakarta.servlet.jsp-api
org.webjars,chartjs
org.apache.camel.quarkus,camel-quarkus-groovy
com.madgag,agit-test-utils
org.apache.hop,hop-transform-rowstoresult
org.sakaiproject.common,sakai-common-api
org.geonetwork-opensource,gn-cachingxslt
org.infinispan,infinispan-remote-query-client
com.github.FUDCo,Elko
org.glassfish.main.extras,glassfish-embedded-shell
org.togglz,togglz-redis
org.openhab.addons.bundles,org.openhab.binding.sonyprojector
org.locationtech.geowave,geowave-core-geotime
net.citizensnpcs,citizens-v1_15_R1
org.webjars,ckeditor-image2
org.apache.flink,flink-s3-fs-base
com.google.android.google-play-services,google-play-services
org.odpi.egeria,discovery-engine-server
org.rhq,rhq-ant-bundle-common
org.apache.activemq.tooling,activemq-junit
org.apache.hyracks,hyracks-storage-am-lsm-btree
com.amazonaws.serverless,aws-serverless-java-container-spark
io.hops,hadoop-yarn-api
org.xwiki.platform,xwiki-platform-icon-api
com.tencentcloudapi,tencentcloud-sdk-java
com.google.sitebricks,sitebricks-test-support
com.spotify,flo-freezer
com.google.http-client,google-http-client-apache-v2
org.apache.cloudstack,cloud-plugin-api-limit-account-based
org.mule.test,library
fish.payara.server.internal.orb,orb-connector-l10n
org.jboss.as,jboss-as-web
org.graylog2,graylog2-server
org.apache.edgent.android,edgent-analytics-math3
com.blazegraph,bigdata-rdf-test
org.apache.shenyu,shenyu-metrics-facade
edu.isi,karma-offline
net.onedaybeard.artemis,artemis-odb-serializer-json-libgdx
org.knowm.xchange,xchange-upbit
org.eclipse.kapua,kapua-qa
com.aliyun,aliyun-java-sdk-cms
org.jigsaw.payment,jigsaw-payment-schema
de.javagl,rendering-interaction
org.apache.maven.release,maven-release-manager
org.eclipse.jetty.orbit,org.eclipse.jdt.core
org.zalando,opentracing-spring-web-extension
com.qcadoo.mes,mes-plugins-supply-negotiations
org.jboss.eap.quickstarts,ejb-throws-exception-ejb-api
javax.script,groovy-engine
org.jupiter-rpc,jupiter-registry-zookeeper
org.wso2.carbon.identity.rest.dispatcher,org.wso2.carbon.identity.api.dispatcher.core
br.com.netodevel,generator-core
com.heliosdecompiler,hex-editor
org.jboss.slf4j,slf4j-jboss-logging
org.tanaguru,tanaguru-engine
org.opennms.container.bridge,org.opennms.container.bridge.rest
org.openhab.core.bundles,org.openhab.core.config.dispatch
com.ibm.etcd,etcd-java
org.gradle,gradle-maven
org.apache.isis.core,isis-schema
org.apache.cxf,cxf-tools-validator
com.qlangtech.tis,tis-common-dao
org.springframework.shell,spring-shell-standard
o2oa,x_general_core_entity
com.smartbear.utils.analytics,analytics-core
org.esa.snap,snap-remote-products-repository
com.consol.citrus,citrus-validation-groovy
org.apache.htrace,htrace-core
org.openehealth.ipf.boot,ipf-hl7-spring-boot-starter
org.jboss.el,jboss-el
org.slf4j,slf4j-simple
org.apache.tiles,tiles-request-api
tk.mybatis,mapper
org.sakaiproject.edu-services.gradebook,gradebook-service-impl
org.apache.dubbo,dubbo-samples-chain-backend
org.isomorphism,token-bucket
site.ycsb,accumulo1.9-binding
org.codice.ddf.metrics,metrics-servlet-filter
com.flowci,zookeeper
org.apache.dubbo,dubbo-remoting-zookeeper
org.glassfish.main.admingui,console-ejb-lite-plugin
com.microsoft.azure,azure-mgmt-keyvault
org.apache.maven.its.shade.mjpi,dep
org.sonarsource.sonarqube-plugins.cxx,sonar-cxx-plugin
org.apache.hbase,hbase-http
io.quarkus,quarkus-test-keycloak-server
org.cloudifysource,utility-domain
io.opentracing.contrib,opentracing-kafka-client
org.apache.deltaspike.cdictrl,deltaspike-cdictrl-openejb
ddf.distribution,console-branding
org.apache.camel.quarkus,camel-quarkus-pdf-deployment
org.gephi,desktop-filters
io.gravitee.am.gateway.handler,gravitee-am-gateway-handler-context
org.apache.cxf,cxf-rt-rs-extension-providers
com.paypal.sdk,checkout-sdk
org.apache.hop,hop-action-pipeline
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.ixa-model-tagger-es-perceptron-autodict01-ancora-2.0
org.apache.maven.its.mng4070,a
de.adorsys.psd2,cms-payment-support-impl
org.apache.uima,uimafit-cpe
com.blazebit,blaze-persistence-integration-quarkus-deployment
org.teavm,teavm-c-incremental
eu.europa.ec.joinup.sd-dss,dss-signature-dto
org.apache.cxf,cxf-rt-features-throttling
org.apache.hbase,hbase-protocol
io.cdap.cdap,cdap-formats
org.mengyun,tcc-transaction-dubbo
org.wso2.carbon.identity.framework,org.wso2.carbon.identity.functions.library.mgt
org.wildfly.swarm,io-modules
org.apache.camel.quarkus,camel-quarkus-jsonata-deployment
org.locationtech.geogig,geogig-cli-core
org.infinispan,infinispan-api
org.apache.sshd,sshd-spring-sftp
org.kitesdk,kite-data-mapreduce
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.opennlp-model-tagger-es-maxent
org.apache.usergrid,cache
it.unibz.inf.ontop,ontop-rdf4j-config-sql
com.weibo,motan-registry-consul
code.google.com,patricia-trie
org.bytedeco,arrow
org.odpi.egeria,asset-lineage-api
com.vaadin.polymer,vaadin-gwt-polymer-elements
com.alibaba.csp,sentinel-core
io.jooby,jooby-jasypt
info.debatty,java-lsh
com.ontology2,haruhi-spring
com.google.code,cjftransform
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.stanfordnlp-model-tagger-es-default
org.aksw.sparqlify,sparqlify-core
org.jboss.spec.javax.jms,jboss-jms-api_1.1_spec
io.lumify,lumify-palantir-core
com.codenvy.plugin,codenvy-plugin-microsoft-vsts-ext-server
org.opennms.features.topology,org.opennms.features.topology.persistence.api
org.eclipse.microprofile.jwt,microprofile-jwt-auth-api
com.influxdb,influxdb-client-core
org.wso2.identity,org.wso2.identity.integration.common.utils
io.thorntail,keycloak-microprofile-jwt
eclipse-photon,org.eclipse.equinox.registry
org.apache.nifi,nifi-standard-utils
org.jboss.windup,windup-tooling-api
org.eclipse.kapua,kapua-device-management-command-job
org.forgerock.ce.openam,openam-auth-radius
org.openjdk.jmc,org.openjdk.jmc.rcp.product.feature
io.onedev,server-plugin-buildspec-node
io.restx,restx-classloader
org.jboss.spec.javax.ws.rs,jboss-jaxrs-api_3.0_spec
com.salesforce,phoenix-core
com.github.kevinsawicki,android-pusher
com.garmin.fit,fit
de.tudarmstadt.ukp.inception.app,inception-ui-dashboard
io.prestosql,presto-hive
ddf.platform,security
org.jboss.forge.addon,convert-api
com.yahoo.vespa,container-search-gui
org.apache.xmlgraphics,fop-pdf-images
org.optaplanner,optaplanner-quarkus
com.github.rest-driver,rest-server-driver
de.sciss,prefuse-core
com.aspose,aspose-barcode
org.jboss.arquillian.testenricher,arquillian-testenricher-initialcontext
org.apache.camel.quarkus,camel-quarkus-aws2-sqs-deployment
com.baidu,brpc-spring-boot-examples-api
org.spf4j.avro,core-schema
com.ibm.darpc,darpc
org.primaresearch,basic
com.willowtreeapps.assertk,assertk-jvm
org.modeshape,modeshape-web-jcr-rest
org.sakaiproject.edu-services.sections,sections-api
io.jpress,module-product-search-db
com.codenvy.onpremises.wsmaster,codenvy-hosted-sql-core
uk.ac.imperial,pipe-analysis
org.apache.camel,camel-asn1
info.cukes,cucumber-java8
org.openhab.addons.bundles,org.openhab.binding.ipcamera
fish.payara.server.internal.packager,j-interop-repackaged
org.apache.servicemix.specs,org.apache.servicemix.specs.scripting-api-1.0
org.modeshape,modeshape-connector-jdbc-metadata
eu.bitwalker,UserAgentUtils
org.jboss.forge.addon,ui-spi
uk.gov.dstl.baleen,baleen-redis
org.freemarker,freemarker
org.openhab.binding,org.openhab.binding.milight
org.apache.knox,gateway-service-vault
org.apache.flink,flink-yarn_2.11
org.unitils,unitils-testng
org.apache.isis.examples.apps,demo-domain
org.apache.camel.quarkus,camel-quarkus-yaml-dsl
org.apache.camel,camel-arangodb
